investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV004544,2024-03-19,119599,SIP,2219,Maharashtra,Mumbai,T30,36-45,Male,52.1,Net Banking,Verified
INV001013,2024-03-19,119095,SIP,1757,Telangana,Hyderabad,T30,36-45,Male,40.6,Mandate,Verified
INV000128,2024-03-19,102887,SIP,20477,Rajasthan,Jaipur,T30,36-45,Female,50.9,UPI,Verified
INV003049,2024-03-19,119095,Lumpsum,90420,Gujarat,Ahmedabad,T30,26-35,Male,15.5,Mandate,Verified
INV001048,2024-03-19,119095,SIP,1070,Delhi,New Delhi,T30,46-55,Male,46.6,Cheque,Verified
INV001771,2024-03-19,118636,SIP,22539,Gujarat,Surat,T30,46-55,Male,85.9,Mandate,Verified
INV000581,2024-03-19,119120,Lumpsum,51226,Tamil Nadu,Coimbatore,B30,36-45,Male,26.4,Net Banking,Verified
INV003119,2024-03-19,118635,Lumpsum,108586,Karnataka,Bangalore,T30,18-25,Female,4.6,Cheque,Verified
INV000933,2024-03-19,101206,SIP,24885,Rajasthan,Jaipur,T30,36-45,Female,14.9,UPI,Verified
INV004763,2024-03-19,119095,SIP,8556,Karnataka,Bangalore,T30,46-55,Female,19.6,Cheque,Verified
INV000516,2024-03-19,101206,Lumpsum,144165,Uttar Pradesh,Lucknow,T30,36-45,Male,27.3,Mandate,Verified
INV004851,2024-03-19,120844,SIP,403,Uttar Pradesh,Lucknow,T30,26-35,Male,9.3,Net Banking,Verified
INV004463,2024-03-19,102887,Lumpsum,33101,Karnataka,Bangalore,T30,26-35,Female,16.1,Mandate,Pending
INV000175,2024-03-19,119552,SIP,1663,Karnataka,Bangalore,T30,26-35,Male,17.3,UPI,Verified
INV004787,2024-03-19,119092,SIP,3593,Haryana,Faridabad,B30,26-35,Male,8.2,Mandate,Verified
INV000950,2024-03-19,100016,SIP,13762,Punjab,Amritsar,B30,36-45,Male,33.1,Net Banking,Pending
INV001709,2024-03-19,149322,Lumpsum,250921,Delhi,New Delhi,T30,36-45,Male,55.9,Net Banking,Verified
INV002872,2024-03-19,125497,SIP,2805,West Bengal,Kolkata,T30,36-45,Male,47.5,Cheque,Verified
INV002859,2024-03-19,101208,Lumpsum,433039,Madhya Pradesh,Indore,T30,26-35,Male,20.1,Mandate,Verified
INV004197,2024-03-19,125498,SIP,2958,Maharashtra,Pune,T30,46-55,Male,62.9,Cheque,Verified
INV004742,2024-03-19,125498,SIP,7377,Punjab,Chandigarh,T30,26-35,Male,16.2,Mandate,Verified
INV003616,2024-03-19,101208,SIP,5974,Rajasthan,Jaipur,T30,36-45,Female,14.0,Mandate,Verified
INV002680,2024-03-19,119599,Redemption,411367,West Bengal,Kolkata,T30,36-45,Male,17.4,Net Banking,Verified
INV004980,2024-03-19,119094,SIP,51867,Punjab,Amritsar,B30,36-45,Female,36.6,UPI,Verified
INV003772,2024-03-19,118635,SIP,2072,Punjab,Amritsar,B30,18-25,Female,6.8,Cheque,Pending
INV001853,2024-03-19,118632,SIP,4755,Delhi,Noida,T30,18-25,Male,6.1,Cheque,Verified
INV000541,2024-03-19,101208,SIP,14982,Telangana,Hyderabad,T30,46-55,Female,22.9,Mandate,Verified
INV003331,2024-03-19,101207,SIP,6626,Karnataka,Bangalore,T30,26-35,Female,7.1,Net Banking,Verified
INV001861,2024-03-19,120504,Lumpsum,308595,Haryana,Gurugram,T30,26-35,Female,19.4,UPI,Verified
INV002383,2024-03-19,119598,SIP,28350,Madhya Pradesh,Bhopal,B30,18-25,Female,3.2,UPI,Verified
INV002006,2024-03-19,119598,SIP,25612,Punjab,Chandigarh,T30,26-35,Male,15.3,Net Banking,Verified
INV001844,2024-03-19,102886,Lumpsum,440156,West Bengal,Kolkata,T30,26-35,Female,18.8,Cheque,Verified
INV003677,2024-03-19,120844,SIP,15957,Gujarat,Ahmedabad,T30,36-45,Female,23.8,Mandate,Verified
INV000706,2024-03-19,120841,SIP,8590,Telangana,Hyderabad,T30,26-35,Female,7.3,Net Banking,Verified
INV004567,2024-03-19,101207,Lumpsum,296790,Telangana,Hyderabad,T30,56+,Male,75.0,Mandate,Verified
INV001826,2024-03-19,149322,SIP,10651,Punjab,Amritsar,B30,18-25,Male,4.7,Cheque,Verified
INV003936,2024-03-19,102887,Lumpsum,102216,Punjab,Chandigarh,T30,36-45,Male,19.8,UPI,Verified
INV003206,2024-03-19,148568,Lumpsum,347757,Gujarat,Ahmedabad,T30,26-35,Male,24.1,Net Banking,Verified
INV001331,2024-03-19,120842,Lumpsum,33928,Gujarat,Ahmedabad,T30,26-35,Male,17.5,UPI,Verified
INV003874,2024-03-19,149323,SIP,5305,Punjab,Amritsar,B30,26-35,Female,16.5,Cheque,Verified
INV002245,2024-03-19,120842,Redemption,380759,Karnataka,Mysore,B30,26-35,Female,24.6,Mandate,Verified
INV001636,2024-03-19,101208,SIP,5701,Rajasthan,Udaipur,B30,18-25,Male,6.0,Mandate,Verified
INV002704,2024-03-19,101206,SIP,4379,Delhi,Noida,T30,36-45,Female,47.8,Mandate,Verified
INV000644,2024-03-19,118632,Redemption,320140,West Bengal,Kolkata,T30,26-35,Male,9.1,UPI,Verified
INV001299,2024-03-19,100016,SIP,21958,Haryana,Faridabad,B30,26-35,Male,19.9,UPI,Verified
INV000072,2024-03-19,125498,Redemption,97759,Gujarat,Ahmedabad,T30,18-25,Female,6.4,UPI,Verified
INV000642,2024-03-19,120841,SIP,2502,Gujarat,Surat,T30,26-35,Male,15.6,UPI,Verified
INV003214,2024-03-19,100033,SIP,29245,Punjab,Chandigarh,T30,36-45,Male,18.2,Cheque,Verified
INV001457,2024-03-19,100016,SIP,2252,Gujarat,Ahmedabad,T30,26-35,Male,17.7,Mandate,Verified
INV002311,2024-03-19,119120,SIP,2630,Rajasthan,Udaipur,B30,36-45,Male,31.5,Mandate,Verified
INV003359,2024-03-19,120504,SIP,14575,Gujarat,Ahmedabad,T30,26-35,Male,18.4,UPI,Verified
INV002836,2024-03-19,119120,SIP,1649,Karnataka,Bangalore,T30,36-45,Male,25.2,Cheque,Verified
INV002792,2024-03-20,102885,Lumpsum,414951,Gujarat,Surat,T30,18-25,Male,3.6,UPI,Verified
INV004109,2024-03-20,119120,SIP,10989,Uttar Pradesh,Lucknow,T30,56+,Female,59.8,Cheque,Verified
INV004681,2024-03-20,119092,SIP,4208,Haryana,Faridabad,B30,26-35,Female,19.0,Net Banking,Verified
INV001063,2024-03-20,148567,SIP,2290,Haryana,Faridabad,B30,26-35,Male,24.1,Cheque,Verified
INV000929,2024-03-20,118635,Redemption,42401,West Bengal,Kolkata,T30,36-45,Female,27.7,UPI,Verified
INV000073,2024-03-20,148569,SIP,47570,Punjab,Amritsar,B30,18-25,Male,5.5,Mandate,Verified
INV001959,2024-03-20,119095,Redemption,230392,Tamil Nadu,Chennai,T30,18-25,Female,4.7,Net Banking,Verified
INV002130,2024-03-20,119092,SIP,20324,Maharashtra,Pune,T30,46-55,Male,22.5,Mandate,Pending
INV003653,2024-03-20,125497,Redemption,243928,Punjab,Amritsar,B30,18-25,Female,3.8,Mandate,Pending
INV001205,2024-03-20,118634,SIP,51165,Madhya Pradesh,Bhopal,B30,26-35,Male,24.1,Net Banking,Pending
INV004128,2024-03-20,118632,Lumpsum,224200,Haryana,Faridabad,B30,18-25,Male,3.3,Cheque,Verified
INV002852,2024-03-20,149322,SIP,2056,West Bengal,Kolkata,T30,46-55,Male,69.5,UPI,Verified
INV000634,2024-03-20,148568,SIP,6121,Karnataka,Bangalore,T30,26-35,Female,22.7,Cheque,Verified
INV002306,2024-03-20,101208,SIP,8628,Tamil Nadu,Chennai,T30,18-25,Male,3.4,UPI,Verified
INV003350,2024-03-20,120503,SIP,2364,Maharashtra,Nashik,B30,46-55,Female,37.7,Cheque,Verified
INV000887,2024-03-20,120844,Redemption,451292,Tamil Nadu,Coimbatore,B30,36-45,Male,53.9,Mandate,Verified
INV003445,2024-03-20,100033,SIP,16187,Maharashtra,Nashik,B30,36-45,Male,40.9,Mandate,Verified
INV000339,2024-03-20,100025,SIP,5041,Uttar Pradesh,Kanpur,B30,26-35,Male,22.3,Mandate,Verified
INV002284,2024-03-20,125497,Lumpsum,58055,Karnataka,Bangalore,T30,36-45,Male,55.3,Net Banking,Verified
INV000405,2024-03-20,118634,SIP,6805,Karnataka,Mysore,B30,56+,Female,8.6,UPI,Verified
INV002680,2024-03-20,119552,SIP,52252,West Bengal,Kolkata,T30,36-45,Male,17.4,UPI,Pending
INV004203,2024-03-20,120506,SIP,3191,Madhya Pradesh,Indore,T30,18-25,Male,7.9,Mandate,Verified
INV003505,2024-03-20,102885,Redemption,238387,West Bengal,Kolkata,T30,56+,Female,53.5,Net Banking,Verified
INV004390,2024-03-20,118635,Lumpsum,216127,Gujarat,Ahmedabad,T30,18-25,Female,6.0,Net Banking,Verified
INV001611,2024-03-20,119094,Redemption,457953,West Bengal,Kolkata,T30,18-25,Female,7.4,Net Banking,Verified
INV000046,2024-03-20,119094,Redemption,156933,Gujarat,Ahmedabad,T30,26-35,Female,24.5,Mandate,Verified
INV002543,2024-03-20,119093,SIP,11859,Madhya Pradesh,Indore,T30,18-25,Female,7.7,UPI,Verified
INV000880,2024-03-20,149324,Redemption,370366,Madhya Pradesh,Indore,T30,26-35,Male,18.4,Net Banking,Verified
INV003092,2024-03-20,125497,SIP,2908,Karnataka,Mysore,B30,26-35,Male,20.0,UPI,Verified
INV000439,2024-03-20,148567,Lumpsum,535321,Rajasthan,Udaipur,B30,56+,Male,23.4,Mandate,Verified
INV003939,2024-03-20,101208,SIP,16620,Madhya Pradesh,Bhopal,B30,36-45,Female,58.1,UPI,Verified
INV001093,2024-03-20,102886,Lumpsum,319432,West Bengal,Kolkata,T30,46-55,Female,65.2,UPI,Verified
INV003531,2024-03-20,101207,SIP,22530,Delhi,Gurugram,T30,36-45,Male,41.9,Cheque,Verified
INV000643,2024-03-20,120841,SIP,3355,Haryana,Faridabad,B30,26-35,Female,23.5,UPI,Verified
INV000906,2024-03-20,119599,SIP,14752,Maharashtra,Mumbai,T30,26-35,Male,20.7,Net Banking,Verified
INV004301,2024-03-20,120844,SIP,503,Haryana,Faridabad,B30,18-25,Male,6.2,Net Banking,Verified
INV002877,2024-03-20,119552,SIP,2784,Rajasthan,Jaipur,T30,36-45,Male,56.5,UPI,Verified
INV002186,2024-03-20,120843,Lumpsum,35319,Haryana,Faridabad,B30,18-25,Female,7.9,Net Banking,Verified
INV001480,2024-03-20,120844,Lumpsum,196978,West Bengal,Kolkata,T30,18-25,Male,3.1,Net Banking,Verified
INV000738,2024-03-20,100033,Lumpsum,31337,Punjab,Amritsar,B30,26-35,Male,12.1,Cheque,Verified
INV000445,2024-03-20,101206,SIP,4627,Madhya Pradesh,Bhopal,B30,26-35,Female,24.7,UPI,Verified
INV001768,2024-03-20,120842,SIP,3479,Madhya Pradesh,Bhopal,B30,26-35,Female,14.1,Cheque,Verified
INV001940,2024-03-20,119552,SIP,2809,Delhi,New Delhi,T30,36-45,Male,28.4,Cheque,Verified
INV000921,2024-03-20,120503,Lumpsum,110304,Rajasthan,Jaipur,T30,26-35,Male,14.6,Cheque,Verified
INV002385,2024-03-20,120504,SIP,50096,Punjab,Chandigarh,T30,26-35,Male,21.9,UPI,Verified
INV001028,2024-03-20,119094,Lumpsum,304531,Rajasthan,Jaipur,T30,46-55,Female,67.4,UPI,Verified
INV000098,2024-03-20,102887,Redemption,46135,Telangana,Hyderabad,T30,36-45,Male,33.8,Mandate,Verified
INV001356,2024-03-20,120842,Redemption,287535,Gujarat,Ahmedabad,T30,26-35,Male,19.7,Net Banking,Verified
INV000175,2024-03-20,119093,Lumpsum,114609,Karnataka,Bangalore,T30,26-35,Male,17.3,Cheque,Verified
INV000968,2024-03-20,101207,Lumpsum,48464,Tamil Nadu,Chennai,T30,36-45,Female,37.1,Mandate,Verified
INV004523,2024-03-20,118632,Redemption,354104,Haryana,Gurugram,T30,26-35,Female,13.5,Net Banking,Verified
INV004619,2024-03-20,149324,SIP,2226,Gujarat,Ahmedabad,T30,46-55,Male,47.9,UPI,Verified
INV004780,2024-03-20,101207,Lumpsum,22057,Haryana,Gurugram,T30,36-45,Male,42.4,Cheque,Verified
INV003575,2024-03-20,149324,SIP,7440,West Bengal,Kolkata,T30,18-25,Male,4.7,Mandate,Verified
INV002390,2024-03-20,100025,SIP,3434,Uttar Pradesh,Kanpur,B30,56+,Female,24.4,Net Banking,Verified
INV000829,2024-03-20,118633,Redemption,38855,West Bengal,Kolkata,T30,26-35,Female,23.1,Mandate,Verified
INV004870,2024-03-20,149322,SIP,2752,Punjab,Amritsar,B30,46-55,Male,65.9,Mandate,Verified
INV002110,2024-03-20,120843,SIP,21068,Haryana,Faridabad,B30,26-35,Female,20.8,UPI,Verified
INV004191,2024-03-20,119598,SIP,2360,Maharashtra,Nashik,B30,26-35,Female,19.5,Mandate,Verified
INV001575,2024-03-20,120503,SIP,948,Karnataka,Bangalore,T30,26-35,Male,12.0,Mandate,Verified
INV004693,2024-03-20,102885,Redemption,201121,Maharashtra,Nashik,B30,36-45,Male,44.9,Mandate,Verified
INV001332,2024-03-20,148568,SIP,1733,Uttar Pradesh,Agra,B30,26-35,Female,19.9,Mandate,Verified
INV001548,2024-03-20,100033,SIP,9286,Delhi,New Delhi,T30,26-35,Male,24.8,UPI,Verified
INV003930,2024-03-20,119094,Redemption,406317,Tamil Nadu,Chennai,T30,36-45,Male,16.2,Mandate,Verified
INV004954,2024-03-20,100025,Redemption,57083,Haryana,Faridabad,B30,26-35,Female,6.6,UPI,Verified
INV001638,2024-03-20,120505,SIP,8139,West Bengal,Kolkata,T30,36-45,Female,15.8,Net Banking,Verified
INV004051,2024-03-20,125497,Redemption,581078,Rajasthan,Udaipur,B30,36-45,Female,28.8,UPI,Verified
INV004643,2024-03-20,118636,Redemption,390588,Delhi,Noida,T30,26-35,Female,12.4,Net Banking,Verified
INV002257,2024-03-20,118635,SIP,529,West Bengal,Kolkata,T30,26-35,Male,9.8,UPI,Verified
INV001465,2024-03-20,101207,SIP,587,Punjab,Amritsar,B30,26-35,Male,21.0,Cheque,Verified
INV004262,2024-03-20,125497,Lumpsum,46588,Uttar Pradesh,Agra,B30,26-35,Male,6.2,Cheque,Verified
INV002879,2024-03-20,102885,SIP,4497,Tamil Nadu,Coimbatore,B30,46-55,Male,26.0,Mandate,Verified
INV001790,2024-03-20,100033,SIP,1040,Punjab,Chandigarh,T30,46-55,Male,15.8,UPI,Pending
INV000624,2024-03-21,120841,SIP,2553,West Bengal,Kolkata,T30,56+,Male,79.6,Net Banking,Verified
INV003139,2024-03-21,149323,SIP,1896,Karnataka,Mysore,B30,36-45,Male,39.4,UPI,Verified
INV003059,2024-03-21,120507,SIP,2251,Uttar Pradesh,Agra,B30,26-35,Male,18.4,UPI,Verified
INV003376,2024-03-21,149324,SIP,5511,Delhi,New Delhi,T30,36-45,Male,44.4,Net Banking,Pending
INV003759,2024-03-21,101206,SIP,3422,Haryana,Gurugram,T30,26-35,Male,6.1,Net Banking,Pending
INV004246,2024-03-21,119599,SIP,1617,West Bengal,Kolkata,T30,36-45,Female,12.2,Net Banking,Verified
INV002891,2024-03-21,102887,SIP,2998,Haryana,Faridabad,B30,36-45,Female,56.5,Cheque,Verified
INV000873,2024-03-21,118632,SIP,2339,Uttar Pradesh,Lucknow,T30,26-35,Male,8.9,UPI,Verified
INV003233,2024-03-21,102887,SIP,29274,Karnataka,Bangalore,T30,56+,Male,16.8,Mandate,Verified
INV000023,2024-03-21,120507,SIP,17369,West Bengal,Kolkata,T30,46-55,Female,61.9,Mandate,Verified
INV001361,2024-03-21,149324,SIP,5454,West Bengal,Kolkata,T30,26-35,Female,21.1,Cheque,Verified
INV003144,2024-03-21,120841,Lumpsum,166152,Haryana,Gurugram,T30,36-45,Female,38.0,Net Banking,Verified
INV001457,2024-03-21,119094,Lumpsum,356143,Gujarat,Ahmedabad,T30,26-35,Male,17.7,Mandate,Verified
INV002727,2024-03-21,120841,SIP,1058,Madhya Pradesh,Bhopal,B30,26-35,Female,6.3,UPI,Verified
INV002420,2024-03-21,119552,Lumpsum,217191,Karnataka,Mysore,B30,26-35,Female,6.4,Mandate,Verified
INV002473,2024-03-21,119598,Lumpsum,201577,Uttar Pradesh,Lucknow,T30,36-45,Male,41.8,Net Banking,Verified
INV004265,2024-03-21,118632,Lumpsum,390417,Punjab,Amritsar,B30,18-25,Male,7.6,Cheque,Pending
INV004779,2024-03-21,119551,SIP,3025,West Bengal,Kolkata,T30,36-45,Female,41.0,UPI,Verified
INV001116,2024-03-21,102886,Redemption,252204,Haryana,Faridabad,B30,36-45,Male,17.8,Cheque,Verified
INV000779,2024-03-21,119093,SIP,4635,Gujarat,Ahmedabad,T30,36-45,Male,35.3,Net Banking,Verified
INV001886,2024-03-21,125498,SIP,12781,Haryana,Gurugram,T30,18-25,Male,7.7,Mandate,Verified
INV004845,2024-03-21,148569,SIP,24696,West Bengal,Kolkata,T30,18-25,Male,7.5,Net Banking,Verified
INV003239,2024-03-21,149324,SIP,10207,Uttar Pradesh,Agra,B30,56+,Female,48.3,UPI,Verified
INV001211,2024-03-21,101207,Redemption,188503,Telangana,Hyderabad,T30,26-35,Male,20.2,Net Banking,Verified
INV004771,2024-03-21,120843,SIP,5566,Tamil Nadu,Coimbatore,B30,18-25,Male,6.6,Mandate,Pending
INV003587,2024-03-21,149323,Redemption,200372,Telangana,Hyderabad,T30,26-35,Female,16.4,Cheque,Verified
INV003141,2024-03-21,149322,SIP,2559,Maharashtra,Pune,T30,36-45,Female,40.1,UPI,Verified
INV003140,2024-03-21,120842,Redemption,297851,West Bengal,Kolkata,T30,26-35,Male,16.9,UPI,Verified
INV002502,2024-03-21,120504,Redemption,338682,Tamil Nadu,Coimbatore,B30,26-35,Male,23.6,Net Banking,Verified
INV004891,2024-03-21,149324,SIP,28460,Telangana,Hyderabad,T30,46-55,Female,83.5,Net Banking,Verified
INV003040,2024-03-21,119552,SIP,2433,Karnataka,Bangalore,T30,26-35,Female,15.3,Mandate,Verified
INV003100,2024-03-21,120504,SIP,1114,Telangana,Hyderabad,T30,26-35,Male,16.5,Cheque,Verified
INV004700,2024-03-21,119094,Lumpsum,99939,Gujarat,Ahmedabad,T30,26-35,Male,15.9,Mandate,Verified
INV000630,2024-03-21,119598,SIP,13181,Uttar Pradesh,Kanpur,B30,26-35,Male,18.9,UPI,Verified
INV000972,2024-03-21,118632,Lumpsum,325380,Telangana,Hyderabad,T30,18-25,Female,5.9,Mandate,Verified
INV002199,2024-03-21,100025,Redemption,460485,Gujarat,Ahmedabad,T30,26-35,Male,18.6,Cheque,Verified
INV003260,2024-03-21,119551,Redemption,17681,Madhya Pradesh,Indore,T30,18-25,Male,7.9,UPI,Verified
INV000095,2024-03-21,120505,Lumpsum,400863,West Bengal,Kolkata,T30,18-25,Male,6.5,Cheque,Verified
INV000547,2024-03-21,118636,Redemption,194759,West Bengal,Kolkata,T30,26-35,Male,16.6,Net Banking,Verified
INV000146,2024-03-21,118635,Lumpsum,278960,Delhi,Gurugram,T30,26-35,Male,14.1,Mandate,Pending
INV002036,2024-03-21,119094,Lumpsum,132055,Madhya Pradesh,Indore,T30,26-35,Male,23.2,Mandate,Verified
INV002116,2024-03-21,100033,Lumpsum,306528,Karnataka,Bangalore,T30,18-25,Male,3.8,Mandate,Verified
INV002464,2024-03-21,119094,SIP,3593,Karnataka,Bangalore,T30,26-35,Female,22.9,Cheque,Pending
INV004437,2024-03-21,125498,Redemption,529497,Telangana,Hyderabad,T30,26-35,Male,13.7,Net Banking,Verified
INV002023,2024-03-21,125497,Lumpsum,321330,Madhya Pradesh,Indore,T30,36-45,Female,50.5,UPI,Verified
INV002532,2024-03-21,119094,Redemption,245606,Telangana,Hyderabad,T30,56+,Female,11.7,UPI,Verified
INV001006,2024-03-21,149324,SIP,15642,Tamil Nadu,Coimbatore,B30,56+,Female,75.6,Mandate,Verified
INV000223,2024-03-21,120503,Lumpsum,133657,West Bengal,Kolkata,T30,26-35,Male,6.3,Cheque,Verified
INV004134,2024-03-21,149322,SIP,939,West Bengal,Kolkata,T30,36-45,Male,24.4,Mandate,Verified
INV002648,2024-03-21,149322,SIP,9506,Punjab,Chandigarh,T30,36-45,Male,57.1,UPI,Verified
INV003659,2024-03-21,119092,Lumpsum,494816,Madhya Pradesh,Bhopal,B30,56+,Male,27.4,UPI,Pending
INV001553,2024-03-21,120504,Lumpsum,55845,Delhi,Noida,T30,26-35,Male,23.5,Mandate,Verified
INV000214,2024-03-21,101208,SIP,13901,Madhya Pradesh,Indore,T30,26-35,Female,20.7,Net Banking,Pending
INV001504,2024-03-21,149322,SIP,3380,Haryana,Faridabad,B30,36-45,Male,25.5,UPI,Verified
INV001680,2024-03-21,100025,Redemption,128250,Madhya Pradesh,Indore,T30,26-35,Male,22.8,Mandate,Verified
INV001428,2024-03-21,120841,Redemption,48591,Delhi,New Delhi,T30,26-35,Male,17.8,Cheque,Verified
INV004916,2024-03-21,120506,Lumpsum,345338,Haryana,Faridabad,B30,26-35,Male,12.5,Mandate,Verified
INV002762,2024-03-21,118636,Redemption,94174,Rajasthan,Udaipur,B30,26-35,Female,21.9,UPI,Verified
INV002748,2024-03-21,149323,Redemption,377762,Punjab,Amritsar,B30,26-35,Male,7.8,Mandate,Verified
INV003645,2024-03-21,119599,Lumpsum,442779,Punjab,Amritsar,B30,26-35,Male,13.4,UPI,Verified
INV002375,2024-03-21,118633,SIP,2323,Haryana,Gurugram,T30,46-55,Male,64.0,UPI,Verified
INV001778,2024-03-21,148568,SIP,421,Maharashtra,Mumbai,T30,26-35,Male,9.7,Cheque,Verified
INV000202,2024-03-21,149322,SIP,1904,Haryana,Gurugram,T30,18-25,Male,4.1,UPI,Pending
INV002166,2024-03-21,119598,Lumpsum,46396,Haryana,Gurugram,T30,36-45,Male,33.3,Mandate,Verified
INV000201,2024-03-22,148568,SIP,515,Madhya Pradesh,Indore,T30,46-55,Male,87.0,Mandate,Verified
INV001017,2024-03-22,101206,SIP,2274,West Bengal,Kolkata,T30,26-35,Female,19.0,UPI,Verified
INV004592,2024-03-22,120842,SIP,8122,Maharashtra,Pune,T30,36-45,Male,56.6,UPI,Verified
INV002757,2024-03-22,120507,SIP,8493,Madhya Pradesh,Indore,T30,18-25,Male,5.0,UPI,Verified
INV001210,2024-03-22,101207,SIP,8092,Uttar Pradesh,Agra,B30,36-45,Male,25.5,Net Banking,Verified
INV003332,2024-03-22,149322,SIP,500,Uttar Pradesh,Kanpur,B30,46-55,Male,83.2,Cheque,Verified
INV002327,2024-03-22,119094,SIP,1196,Punjab,Amritsar,B30,26-35,Male,7.0,Mandate,Verified
INV001695,2024-03-22,119599,Lumpsum,341730,Punjab,Amritsar,B30,36-45,Male,24.0,Net Banking,Pending
INV001768,2024-03-22,120503,SIP,1107,Madhya Pradesh,Bhopal,B30,26-35,Female,14.1,Net Banking,Pending
INV000769,2024-03-22,119095,SIP,11995,West Bengal,Kolkata,T30,36-45,Male,41.1,Cheque,Verified
INV004786,2024-03-22,119551,SIP,2353,Rajasthan,Udaipur,B30,26-35,Male,10.3,Cheque,Verified
INV001226,2024-03-22,119092,Redemption,583387,West Bengal,Kolkata,T30,26-35,Female,20.4,Net Banking,Verified
INV000283,2024-03-22,100016,SIP,2773,West Bengal,Kolkata,T30,46-55,Male,18.1,Mandate,Verified
INV000661,2024-03-22,125497,SIP,14266,Haryana,Faridabad,B30,36-45,Male,46.8,UPI,Pending
INV001708,2024-03-22,149323,Redemption,415323,Haryana,Faridabad,B30,18-25,Male,7.7,Mandate,Verified
INV001034,2024-03-22,125498,SIP,1164,Maharashtra,Pune,T30,26-35,Male,20.4,Net Banking,Verified
INV003022,2024-03-22,100033,SIP,42099,Telangana,Hyderabad,T30,46-55,Male,60.2,Cheque,Verified
INV002720,2024-03-22,100033,SIP,1102,Karnataka,Bangalore,T30,26-35,Male,19.2,Net Banking,Verified
INV003825,2024-03-22,120507,SIP,11869,Telangana,Hyderabad,T30,56+,Male,69.6,Mandate,Verified
INV003775,2024-03-22,118632,Redemption,123055,Maharashtra,Mumbai,T30,56+,Male,12.8,Mandate,Verified
INV002476,2024-03-22,120505,SIP,27776,Telangana,Hyderabad,T30,36-45,Female,58.6,Cheque,Verified
INV000299,2024-03-22,120503,SIP,6326,Delhi,Noida,T30,26-35,Male,24.4,Cheque,Verified
INV002468,2024-03-22,119598,SIP,1158,West Bengal,Kolkata,T30,46-55,Male,48.8,Net Banking,Verified
INV001423,2024-03-22,120841,Lumpsum,307541,Madhya Pradesh,Bhopal,B30,18-25,Female,7.7,Mandate,Verified
INV004930,2024-03-22,120842,SIP,547,West Bengal,Kolkata,T30,26-35,Male,15.5,Net Banking,Verified
INV001548,2024-03-22,102886,Lumpsum,370091,Delhi,New Delhi,T30,26-35,Male,24.8,Cheque,Verified
INV000778,2024-03-22,102887,SIP,3432,Haryana,Faridabad,B30,26-35,Male,16.9,Net Banking,Verified
INV002243,2024-03-22,125497,SIP,2405,Tamil Nadu,Coimbatore,B30,26-35,Male,7.8,UPI,Verified
INV002540,2024-03-22,149324,SIP,504,Uttar Pradesh,Agra,B30,26-35,Male,10.8,Cheque,Verified
INV001461,2024-03-22,102887,SIP,2167,Telangana,Hyderabad,T30,26-35,Female,13.5,Net Banking,Verified
INV000822,2024-03-22,120841,SIP,12551,Punjab,Amritsar,B30,26-35,Male,9.2,Mandate,Verified
INV001588,2024-03-22,118636,SIP,2330,Karnataka,Bangalore,T30,56+,Male,75.2,UPI,Verified
INV004221,2024-03-22,118633,SIP,2398,Uttar Pradesh,Agra,B30,36-45,Female,59.4,Mandate,Pending
INV004476,2024-03-22,149324,Redemption,114548,Gujarat,Surat,T30,26-35,Male,9.3,Net Banking,Verified
INV002217,2024-03-22,102886,SIP,1049,Tamil Nadu,Coimbatore,B30,18-25,Male,7.0,UPI,Verified
INV001329,2024-03-22,120505,SIP,3293,Punjab,Amritsar,B30,36-45,Female,37.2,UPI,Verified
INV004957,2024-03-22,101207,SIP,1812,Delhi,New Delhi,T30,36-45,Male,51.2,Cheque,Verified
INV003806,2024-03-22,120841,SIP,15287,Karnataka,Bangalore,T30,26-35,Male,14.7,Mandate,Verified
INV002258,2024-03-22,118632,Lumpsum,317163,Madhya Pradesh,Bhopal,B30,36-45,Male,33.7,Net Banking,Verified
INV002928,2024-03-22,120841,Redemption,204140,Tamil Nadu,Coimbatore,B30,26-35,Male,9.4,Cheque,Verified
INV001857,2024-03-22,119120,Redemption,148663,Tamil Nadu,Chennai,T30,26-35,Male,24.0,Mandate,Verified
INV003601,2024-03-22,120841,Redemption,404657,Haryana,Faridabad,B30,26-35,Female,17.0,Mandate,Verified
INV001304,2024-03-22,120506,SIP,2164,Gujarat,Ahmedabad,T30,26-35,Male,21.8,Mandate,Verified
INV000666,2024-03-22,101206,SIP,556,Maharashtra,Mumbai,T30,36-45,Male,49.7,Cheque,Pending
INV002153,2024-03-22,119551,SIP,3391,Maharashtra,Nashik,B30,18-25,Female,3.5,Net Banking,Pending
INV003144,2024-03-22,101207,SIP,2481,Haryana,Gurugram,T30,36-45,Female,38.0,UPI,Verified
INV000085,2024-03-22,120506,Lumpsum,568417,Gujarat,Surat,T30,26-35,Female,14.6,Cheque,Verified
INV000081,2024-03-22,119552,SIP,2662,Gujarat,Surat,T30,36-45,Male,31.0,Net Banking,Verified
INV000625,2024-03-22,120844,SIP,10742,Rajasthan,Jaipur,T30,46-55,Female,19.7,Mandate,Verified
INV004822,2024-03-22,102886,SIP,2244,Rajasthan,Udaipur,B30,26-35,Male,14.8,UPI,Verified
